assignment,video,scene,scale_label,scale_value,movement_label,movement_value,frames,time(s),size(MB),dir
val,tt3298690,0051,ECS,0,Static,4,26,1.04,0.23,./../data/val/tt3298690/shot_0051.mp4
val,tt3298690,0056,ECS,0,Static,4,37,1.48,0.49,./../data/val/tt3298690/shot_0056.mp4
val,tt3298690,0071,CS,1,Static,4,15,0.60,0.22,./../data/val/tt3298690/shot_0071.mp4
val,tt3298690,0074,MS,2,Motion,0,23,0.92,0.47,./../data/val/tt3298690/shot_0074.mp4
val,tt3298690,0079,LS,4,Static,4,16,0.64,0.17,./../data/val/tt3298690/shot_0079.mp4
val,tt3298690,0080,ECS,0,Static,4,16,0.64,0.27,./../data/val/tt3298690/shot_0080.mp4
val,tt3300572,0011,CS,1,Motion,0,28,1.17,0.29,./../data/val/tt3300572/shot_0011.mp4
val,tt3300572,0012,FS,3,Static,4,19,0.79,0.22,./../data/val/tt3300572/shot_0012.mp4
val,tt3300572,0026,FS,3,Static,4,18,0.75,0.14,./../data/val/tt3300572/shot_0026.mp4
val,tt3300572,0035,CS,1,Static,4,20,0.83,0.13,./../data/val/tt3300572/shot_0035.mp4
val,tt3300572,0046,LS,4,Motion,0,25,1.04,0.14,./../data/val/tt3300572/shot_0046.mp4
val,tt3300572,0052,MS,2,Motion,0,15,0.62,0.11,./../data/val/tt3300572/shot_0052.mp4
val,tt3305308,0014,CS,1,Static,4,17,0.71,0.17,./../data/val/tt3305308/shot_0014.mp4
val,tt3305308,0048,CS,1,Static,4,32,1.33,0.48,./../data/val/tt3305308/shot_0048.mp4
val,tt3305308,0095,CS,1,Static,4,18,0.75,0.27,./../data/val/tt3305308/shot_0095.mp4
val,tt3305316,0001,LS,4,Static,4,99,3.96,0.75,./../data/val/tt3305316/shot_0001.mp4
val,tt3305316,0003,LS,4,Static,4,52,2.08,0.58,./../data/val/tt3305316/shot_0003.mp4
val,tt3305316,0029,LS,4,Static,4,23,0.92,0.28,./../data/val/tt3305316/shot_0029.mp4
val,tt3305316,0047,ECS,0,Static,4,15,0.60,0.15,./../data/val/tt3305316/shot_0047.mp4
val,tt3315380,0009,CS,1,Motion,0,38,1.58,0.99,./../data/val/tt3315380/shot_0009.mp4
val,tt3315380,0017,LS,4,Motion,0,55,2.29,1.11,./../data/val/tt3315380/shot_0017.mp4
val,tt3315380,0044,CS,1,Static,4,32,1.33,0.52,./../data/val/tt3315380/shot_0044.mp4
val,tt3315380,0046,ECS,0,Push,1,40,1.67,0.49,./../data/val/tt3315380/shot_0046.mp4
val,tt3315380,0051,CS,1,Static,4,19,0.79,0.25,./../data/val/tt3315380/shot_0051.mp4
val,tt3315380,0064,ECS,0,Static,4,17,0.71,0.29,./../data/val/tt3315380/shot_0064.mp4
val,tt3316948,0094,FS,3,Static,4,14,0.47,0.14,./../data/val/tt3316948/shot_0094.mp4
val,tt3316948,0098,LS,4,Motion,0,21,0.70,0.21,./../data/val/tt3316948/shot_0098.mp4
val,tt3316948,0102,MS,2,Motion,0,14,0.47,0.18,./../data/val/tt3316948/shot_0102.mp4
val,tt3321300,0010,FS,3,Static,4,14,0.56,0.13,./../data/val/tt3321300/shot_0010.mp4
val,tt3321300,0013,LS,4,Static,4,46,1.84,0.32,./../data/val/tt3321300/shot_0013.mp4
val,tt3321300,0014,LS,4,Motion,0,33,1.32,0.39,./../data/val/tt3321300/shot_0014.mp4
val,tt3321300,0018,CS,1,Motion,0,23,0.92,0.16,./../data/val/tt3321300/shot_0018.mp4
val,tt3321300,0019,FS,3,Static,4,23,0.92,0.17,./../data/val/tt3321300/shot_0019.mp4
val,tt3321300,0024,LS,4,Motion,0,30,1.20,0.38,./../data/val/tt3321300/shot_0024.mp4
val,tt3321300,0035,LS,4,Motion,0,18,0.72,0.23,./../data/val/tt3321300/shot_0035.mp4
val,tt3321300,0049,LS,4,Motion,0,16,0.64,0.21,./../data/val/tt3321300/shot_0049.mp4
val,tt3321300,0050,LS,4,Motion,0,17,0.68,0.19,./../data/val/tt3321300/shot_0050.mp4
val,tt3328762,0030,CS,1,Static,4,75,3.12,0.71,./../data/val/tt3328762/shot_0030.mp4
val,tt3332064,0006,ECS,0,Static,4,29,1.21,0.29,./../data/val/tt3332064/shot_0006.mp4
val,tt3332064,0033,CS,1,Static,4,19,0.79,0.14,./../data/val/tt3332064/shot_0033.mp4
val,tt3332064,0064,LS,4,Motion,0,50,2.09,0.34,./../data/val/tt3332064/shot_0064.mp4
val,tt3332064,0066,FS,3,Static,4,19,0.79,0.27,./../data/val/tt3332064/shot_0066.mp4
val,tt3332064,0067,LS,4,Motion,0,39,1.63,0.53,./../data/val/tt3332064/shot_0067.mp4
val,tt3332064,0072,CS,1,Static,4,14,0.58,0.23,./../data/val/tt3332064/shot_0072.mp4
val,tt3333870,0008,MS,2,Static,4,19,0.76,0.32,./../data/val/tt3333870/shot_0008.mp4
val,tt3333870,0029,FS,3,Static,4,22,0.88,0.17,./../data/val/tt3333870/shot_0029.mp4
val,tt3333870,0032,MS,2,Static,4,19,0.76,0.21,./../data/val/tt3333870/shot_0032.mp4
val,tt3333870,0034,FS,3,Static,4,29,1.16,0.31,./../data/val/tt3333870/shot_0034.mp4
val,tt3333870,0041,CS,1,Motion,0,22,0.88,0.49,./../data/val/tt3333870/shot_0041.mp4
val,tt3333870,0052,ECS,0,Static,4,19,0.76,0.17,./../data/val/tt3333870/shot_0052.mp4
val,tt3333870,0056,MS,2,Static,4,25,1.00,0.18,./../data/val/tt3333870/shot_0056.mp4
val,tt3339534,0011,LS,4,Static,4,30,1.25,0.19,./../data/val/tt3339534/shot_0011.mp4
val,tt3339534,0012,LS,4,Motion,0,32,1.33,0.38,./../data/val/tt3339534/shot_0012.mp4
val,tt3340880,0023,CS,1,Static,4,28,1.17,0.36,./../data/val/tt3340880/shot_0023.mp4
val,tt3340880,0030,CS,1,Motion,0,22,0.92,0.21,./../data/val/tt3340880/shot_0030.mp4
val,tt3341582,0008,LS,4,Static,4,26,1.08,0.55,./../data/val/tt3341582/shot_0008.mp4
val,tt3341582,0021,LS,4,Static,4,17,0.71,0.14,./../data/val/tt3341582/shot_0021.mp4
val,tt3341832,0011,CS,1,Static,4,20,0.83,0.09,./../data/val/tt3341832/shot_0011.mp4
val,tt3341832,0018,CS,1,Static,4,30,1.25,0.13,./../data/val/tt3341832/shot_0018.mp4
val,tt3345952,0043,CS,1,Static,4,26,1.04,0.26,./../data/val/tt3345952/shot_0043.mp4
val,tt3345952,0044,CS,1,Static,4,29,1.16,0.36,./../data/val/tt3345952/shot_0044.mp4
val,tt3345952,0053,FS,3,Motion,0,19,0.76,0.32,./../data/val/tt3345952/shot_0053.mp4
val,tt3346766,0021,FS,3,Static,4,80,3.33,1.67,./../data/val/tt3346766/shot_0021.mp4
val,tt3346766,0023,CS,1,Static,4,52,2.17,0.47,./../data/val/tt3346766/shot_0023.mp4
val,tt3346766,0030,LS,4,Static,4,69,2.87,1.13,./../data/val/tt3346766/shot_0030.mp4
val,tt3346766,0031,ECS,0,Motion,0,33,1.37,0.35,./../data/val/tt3346766/shot_0031.mp4
val,tt3346766,0033,MS,2,Static,4,31,1.29,0.29,./../data/val/tt3346766/shot_0033.mp4
val,tt3346766,0041,ECS,0,Static,4,21,0.87,0.26,./../data/val/tt3346766/shot_0041.mp4
val,tt3346766,0046,LS,4,Static,4,26,1.08,0.18,./../data/val/tt3346766/shot_0046.mp4
val,tt3348504,0022,MS,2,Motion,0,16,0.67,0.58,./../data/val/tt3348504/shot_0022.mp4
val,tt3348504,0027,CS,1,Static,4,49,2.04,0.35,./../data/val/tt3348504/shot_0027.mp4
val,tt3348504,0036,MS,2,Static,4,55,2.29,0.87,./../data/val/tt3348504/shot_0036.mp4
val,tt3348504,0044,CS,1,Static,4,42,1.75,0.28,./../data/val/tt3348504/shot_0044.mp4
val,tt3348504,0052,FS,3,Static,4,58,2.42,1.61,./../data/val/tt3348504/shot_0052.mp4
val,tt3351004,0008,MS,2,Motion,0,32,1.28,0.23,./../data/val/tt3351004/shot_0008.mp4
val,tt3351004,0009,MS,2,Motion,0,35,1.40,0.25,./../data/val/tt3351004/shot_0009.mp4
val,tt3351004,0020,CS,1,Static,4,22,0.88,0.16,./../data/val/tt3351004/shot_0020.mp4
val,tt3351004,0031,FS,3,Static,4,23,0.92,0.07,./../data/val/tt3351004/shot_0031.mp4
val,tt3351004,0033,LS,4,Static,4,22,0.88,0.13,./../data/val/tt3351004/shot_0033.mp4
val,tt3351004,0045,LS,4,Static,4,29,1.16,0.18,./../data/val/tt3351004/shot_0045.mp4
val,tt3351004,0047,LS,4,Motion,0,31,1.24,0.56,./../data/val/tt3351004/shot_0047.mp4
val,tt3351004,0073,MS,2,Static,4,18,0.72,0.13,./../data/val/tt3351004/shot_0073.mp4
val,tt3351004,0076,MS,2,Static,4,22,0.88,0.15,./../data/val/tt3351004/shot_0076.mp4
val,tt3355128,0004,MS,2,Static,4,57,2.38,0.71,./../data/val/tt3355128/shot_0004.mp4
val,tt3355128,0017,ECS,0,Static,4,138,5.76,1.80,./../data/val/tt3355128/shot_0017.mp4
val,tt3356174,0023,ECS,0,Static,4,344,14.35,2.80,./../data/val/tt3356174/shot_0023.mp4
val,tt3356174,0026,ECS,0,Static,4,32,1.33,0.28,./../data/val/tt3356174/shot_0026.mp4
val,tt3358296,0001,LS,4,Static,4,41,1.71,0.35,./../data/val/tt3358296/shot_0001.mp4
val,tt3369694,0017,MS,2,Motion,0,21,0.88,0.82,./../data/val/tt3369694/shot_0017.mp4
val,tt3369694,0018,FS,3,Motion,0,27,1.12,0.80,./../data/val/tt3369694/shot_0018.mp4
val,tt3369694,0027,CS,1,Static,4,24,1.00,0.20,./../data/val/tt3369694/shot_0027.mp4
val,tt3369694,0040,CS,1,Static,4,64,2.67,0.80,./../data/val/tt3369694/shot_0040.mp4
val,tt3375286,0020,ECS,0,Motion,0,16,0.67,0.12,./../data/val/tt3375286/shot_0020.mp4
val,tt3375286,0022,LS,4,Static,4,82,3.42,0.20,./../data/val/tt3375286/shot_0022.mp4
val,tt3377240,0011,LS,4,Motion,0,59,2.46,1.05,./../data/val/tt3377240/shot_0011.mp4
val,tt3377240,0015,CS,1,Static,4,37,1.54,0.37,./../data/val/tt3377240/shot_0015.mp4
val,tt3377240,0019,FS,3,Motion,0,18,0.75,0.33,./../data/val/tt3377240/shot_0019.mp4
val,tt3377240,0021,CS,1,Static,4,52,2.17,0.41,./../data/val/tt3377240/shot_0021.mp4
val,tt3377240,0028,MS,2,Static,4,26,1.08,0.29,./../data/val/tt3377240/shot_0028.mp4
val,tt3377240,0035,CS,1,Static,4,29,1.21,0.28,./../data/val/tt3377240/shot_0035.mp4
val,tt3377240,0054,LS,4,Static,4,86,3.59,0.63,./../data/val/tt3377240/shot_0054.mp4
val,tt3383750,0037,CS,1,Static,4,59,2.46,0.27,./../data/val/tt3383750/shot_0037.mp4
val,tt3384890,0006,ECS,0,Static,4,16,0.67,0.06,./../data/val/tt3384890/shot_0006.mp4
val,tt3384890,0016,FS,3,Static,4,17,0.71,0.21,./../data/val/tt3384890/shot_0016.mp4
val,tt3384890,0025,ECS,0,Static,4,19,0.79,0.22,./../data/val/tt3384890/shot_0025.mp4
val,tt3384890,0033,MS,2,Static,4,31,1.29,0.12,./../data/val/tt3384890/shot_0033.mp4
val,tt3384890,0037,ECS,0,Static,4,20,0.83,0.17,./../data/val/tt3384890/shot_0037.mp4
val,tt3384890,0046,CS,1,Static,4,33,1.38,0.21,./../data/val/tt3384890/shot_0046.mp4
val,tt3384890,0047,ECS,0,Static,4,28,1.17,0.27,./../data/val/tt3384890/shot_0047.mp4
val,tt3384890,0051,LS,4,Motion,0,28,1.17,0.45,./../data/val/tt3384890/shot_0051.mp4
val,tt3384890,0068,FS,3,Static,4,27,1.13,0.37,./../data/val/tt3384890/shot_0068.mp4
val,tt3384890,0078,FS,3,Push,1,21,0.88,0.32,./../data/val/tt3384890/shot_0078.mp4
val,tt3384890,0079,ECS,0,Motion,0,21,0.88,0.22,./../data/val/tt3384890/shot_0079.mp4
val,tt3390550,0004,ECS,0,Static,4,39,1.63,0.68,./../data/val/tt3390550/shot_0004.mp4
val,tt3390550,0011,FS,3,Motion,0,34,1.42,1.18,./../data/val/tt3390550/shot_0011.mp4
val,tt3390550,0021,ECS,0,Push,1,21,0.88,0.68,./../data/val/tt3390550/shot_0021.mp4
val,tt3390572,0026,LS,4,Static,4,37,1.54,0.10,./../data/val/tt3390572/shot_0026.mp4
val,tt3390572,0038,CS,1,Static,4,20,0.83,0.09,./../data/val/tt3390572/shot_0038.mp4
val,tt3390572,0049,CS,1,Static,4,20,0.83,0.07,./../data/val/tt3390572/shot_0049.mp4
val,tt3394604,0004,LS,4,Motion,0,63,2.10,0.66,./../data/val/tt3394604/shot_0004.mp4
val,tt3395166,0003,MS,2,Static,4,22,0.92,0.16,./../data/val/tt3395166/shot_0003.mp4
val,tt3395166,0015,ECS,0,Static,4,28,1.17,0.41,./../data/val/tt3395166/shot_0015.mp4
val,tt3395166,0016,ECS,0,Static,4,26,1.08,0.13,./../data/val/tt3395166/shot_0016.mp4
val,tt3395166,0041,FS,3,Static,4,14,0.58,0.23,./../data/val/tt3395166/shot_0041.mp4
val,tt3395166,0048,ECS,0,Static,4,64,2.67,0.98,./../data/val/tt3395166/shot_0048.mp4
val,tt3395166,0049,LS,4,Static,4,50,2.09,0.83,./../data/val/tt3395166/shot_0049.mp4
val,tt3395166,0050,MS,2,Static,4,15,0.63,0.44,./../data/val/tt3395166/shot_0050.mp4
val,tt3397082,0006,FS,3,Motion,0,19,0.79,0.43,./../data/val/tt3397082/shot_0006.mp4
val,tt3397082,0044,FS,3,Static,4,22,0.92,0.11,./../data/val/tt3397082/shot_0044.mp4
val,tt3397082,0052,FS,3,Static,4,22,0.92,0.30,./../data/val/tt3397082/shot_0052.mp4
val,tt3397082,0064,CS,1,Static,4,27,1.12,0.53,./../data/val/tt3397082/shot_0064.mp4
val,tt3397082,0069,MS,2,Static,4,37,1.54,0.34,./../data/val/tt3397082/shot_0069.mp4
val,tt3397082,0078,CS,1,Static,4,14,0.58,0.10,./../data/val/tt3397082/shot_0078.mp4
val,tt3397082,0095,FS,3,Static,4,211,8.79,1.97,./../data/val/tt3397082/shot_0095.mp4
val,tt3400872,0001,ECS,0,Static,4,62,2.59,0.33,./../data/val/tt3400872/shot_0001.mp4
val,tt3400872,0004,CS,1,Static,4,52,2.17,0.77,./../data/val/tt3400872/shot_0004.mp4
val,tt3400872,0005,LS,4,Static,4,44,1.84,0.56,./../data/val/tt3400872/shot_0005.mp4
val,tt3400872,0009,LS,4,Static,4,45,1.88,0.50,./../data/val/tt3400872/shot_0009.mp4
val,tt3400872,0014,LS,4,Static,4,42,1.75,0.40,./../data/val/tt3400872/shot_0014.mp4
val,tt3400872,0018,LS,4,Static,4,50,2.09,0.89,./../data/val/tt3400872/shot_0018.mp4
val,tt3400872,0020,LS,4,Static,4,86,3.59,0.38,./../data/val/tt3400872/shot_0020.mp4
val,tt3400872,0022,LS,4,Static,4,44,1.84,0.55,./../data/val/tt3400872/shot_0022.mp4
val,tt3400872,0026,LS,4,Static,4,66,2.75,0.38,./../data/val/tt3400872/shot_0026.mp4
val,tt3400872,0030,CS,1,Static,4,126,5.26,0.98,./../data/val/tt3400872/shot_0030.mp4
val,tt3417334,0014,CS,1,Static,4,30,1.25,0.21,./../data/val/tt3417334/shot_0014.mp4
val,tt3417334,0016,ECS,0,Static,4,21,0.88,0.14,./../data/val/tt3417334/shot_0016.mp4
val,tt3417334,0067,CS,1,Motion,0,15,0.63,0.22,./../data/val/tt3417334/shot_0067.mp4
val,tt3417756,0006,ECS,0,Static,4,24,1.00,0.23,./../data/val/tt3417756/shot_0006.mp4
val,tt3421246,0030,LS,4,Motion,0,39,1.62,0.46,./../data/val/tt3421246/shot_0030.mp4
val,tt3421514,0021,ECS,0,Motion,0,22,0.88,0.26,./../data/val/tt3421514/shot_0021.mp4
val,tt3426262,0015,CS,1,Motion,0,28,1.17,0.44,./../data/val/tt3426262/shot_0015.mp4
val,tt3426262,0016,MS,2,Motion,0,28,1.17,0.59,./../data/val/tt3426262/shot_0016.mp4
val,tt3426262,0029,MS,2,Push,1,36,1.50,0.34,./../data/val/tt3426262/shot_0029.mp4
val,tt3426262,0033,CS,1,Static,4,51,2.12,0.46,./../data/val/tt3426262/shot_0033.mp4
val,tt3428990,0008,ECS,0,Motion,0,23,0.96,0.35,./../data/val/tt3428990/shot_0008.mp4
val,tt3428990,0009,ECS,0,Static,4,17,0.71,0.17,./../data/val/tt3428990/shot_0009.mp4
val,tt3428990,0010,CS,1,Static,4,81,3.38,0.61,./../data/val/tt3428990/shot_0010.mp4
val,tt3437472,0004,LS,4,Static,4,59,1.97,0.53,./../data/val/tt3437472/shot_0004.mp4
val,tt3437472,0006,LS,4,Static,4,24,0.80,0.52,./../data/val/tt3437472/shot_0006.mp4
val,tt3437472,0013,LS,4,Motion,0,54,1.80,2.18,./../data/val/tt3437472/shot_0013.mp4
val,tt3437472,0015,LS,4,Motion,0,69,2.30,0.65,./../data/val/tt3437472/shot_0015.mp4
val,tt3437472,0020,FS,3,Push,1,83,2.77,0.56,./../data/val/tt3437472/shot_0020.mp4
val,tt3437472,0022,ECS,0,Motion,0,174,5.81,1.70,./../data/val/tt3437472/shot_0022.mp4
val,tt3437472,0038,MS,2,Motion,0,57,1.90,1.01,./../data/val/tt3437472/shot_0038.mp4
val,tt3441228,0006,LS,4,Motion,0,109,1.82,0.53,./../data/val/tt3441228/shot_0006.mp4
val,tt3442990,0017,CS,1,Static,4,18,0.75,0.14,./../data/val/tt3442990/shot_0017.mp4
val,tt3442990,0028,MS,2,Motion,0,23,0.96,0.37,./../data/val/tt3442990/shot_0028.mp4
val,tt3445492,0007,MS,2,Static,4,16,0.67,0.28,./../data/val/tt3445492/shot_0007.mp4
val,tt3445492,0009,FS,3,Static,4,98,4.09,4.73,./../data/val/tt3445492/shot_0009.mp4
val,tt3445492,0017,LS,4,Push,1,112,4.67,0.83,./../data/val/tt3445492/shot_0017.mp4
val,tt3445492,0030,MS,2,Static,4,167,6.97,2.72,./../data/val/tt3445492/shot_0030.mp4
val,tt3445492,0034,MS,2,Static,4,39,1.63,0.55,./../data/val/tt3445492/shot_0034.mp4
val,tt3445492,0041,CS,1,Static,4,42,1.75,0.48,./../data/val/tt3445492/shot_0041.mp4
val,tt3447364,0036,CS,1,Static,4,24,1.00,0.14,./../data/val/tt3447364/shot_0036.mp4
val,tt3450900,0015,ECS,0,Static,4,31,1.24,0.31,./../data/val/tt3450900/shot_0015.mp4
val,tt3450900,0016,LS,4,Static,4,32,1.28,0.16,./../data/val/tt3450900/shot_0016.mp4
val,tt3450900,0019,ECS,0,Static,4,29,1.16,0.31,./../data/val/tt3450900/shot_0019.mp4
val,tt3450900,0020,ECS,0,Motion,0,25,1.00,0.24,./../data/val/tt3450900/shot_0020.mp4
val,tt3450900,0054,LS,4,Motion,0,21,0.84,0.31,./../data/val/tt3450900/shot_0054.mp4
val,tt3450900,0055,LS,4,Static,4,16,0.64,0.36,./../data/val/tt3450900/shot_0055.mp4
val,tt3458220,0012,MS,2,Static,4,53,2.21,0.23,./../data/val/tt3458220/shot_0012.mp4
val,tt3458220,0016,MS,2,Motion,0,91,3.80,0.59,./../data/val/tt3458220/shot_0016.mp4
val,tt3458220,0021,LS,4,Static,4,50,2.09,0.25,./../data/val/tt3458220/shot_0021.mp4
val,tt3458220,0032,MS,2,Motion,0,37,1.54,0.87,./../data/val/tt3458220/shot_0032.mp4
val,tt3458220,0043,MS,2,Push,1,83,3.46,0.56,./../data/val/tt3458220/shot_0043.mp4
val,tt3462828,0024,CS,1,Static,4,27,1.08,0.16,./../data/val/tt3462828/shot_0024.mp4
val,tt3462828,0032,CS,1,Static,4,20,0.80,0.16,./../data/val/tt3462828/shot_0032.mp4
val,tt3462828,0043,MS,2,Motion,0,23,0.92,0.22,./../data/val/tt3462828/shot_0043.mp4
val,tt3464902,0003,FS,3,Static,4,42,1.68,0.21,./../data/val/tt3464902/shot_0003.mp4
val,tt3464902,0013,CS,1,Static,4,32,1.28,0.12,./../data/val/tt3464902/shot_0013.mp4
val,tt3464902,0014,MS,2,Static,4,28,1.12,0.10,./../data/val/tt3464902/shot_0014.mp4
val,tt3464902,0019,LS,4,Static,4,23,0.92,0.14,./../data/val/tt3464902/shot_0019.mp4
val,tt3464902,0020,CS,1,Static,4,19,0.76,0.15,./../data/val/tt3464902/shot_0020.mp4
val,tt3464902,0048,LS,4,Static,4,34,1.36,0.51,./../data/val/tt3464902/shot_0048.mp4
val,tt3465448,0010,ECS,0,Static,4,29,1.16,0.21,./../data/val/tt3465448/shot_0010.mp4
val,tt3465448,0018,ECS,0,Static,4,21,0.84,0.24,./../data/val/tt3465448/shot_0018.mp4
val,tt3465456,0009,LS,4,Pull,2,22,0.92,0.15,./../data/val/tt3465456/shot_0009.mp4
val,tt3465456,0033,FS,3,Motion,0,22,0.92,0.53,./../data/val/tt3465456/shot_0033.mp4
val,tt3466248,0009,LS,4,Static,4,38,1.58,0.31,./../data/val/tt3466248/shot_0009.mp4
val,tt3466248,0010,LS,4,Static,4,39,1.63,0.59,./../data/val/tt3466248/shot_0010.mp4
val,tt3466248,0024,FS,3,Static,4,27,1.13,0.19,./../data/val/tt3466248/shot_0024.mp4
val,tt3466248,0025,CS,1,Static,4,66,2.75,0.48,./../data/val/tt3466248/shot_0025.mp4
val,tt3466248,0035,MS,2,Static,4,37,1.54,0.25,./../data/val/tt3466248/shot_0035.mp4
val,tt3466248,0036,ECS,0,Static,4,26,1.08,0.31,./../data/val/tt3466248/shot_0036.mp4
val,tt3466248,0037,ECS,0,Static,4,36,1.50,0.36,./../data/val/tt3466248/shot_0037.mp4
val,tt3466248,0039,CS,1,Static,4,59,2.46,0.58,./../data/val/tt3466248/shot_0039.mp4
val,tt3466248,0044,ECS,0,Static,4,121,5.05,0.82,./../data/val/tt3466248/shot_0044.mp4
val,tt3469284,0000,MS,2,Static,4,3,0.13,0.05,./../data/val/tt3469284/shot_0000.mp4
val,tt3469284,0001,CS,1,Motion,0,17,0.71,0.66,./../data/val/tt3469284/shot_0001.mp4
val,tt3469284,0023,ECS,0,Static,4,18,0.75,0.30,./../data/val/tt3469284/shot_0023.mp4
val,tt3469284,0026,MS,2,Motion,0,58,2.42,1.02,./../data/val/tt3469284/shot_0026.mp4
val,tt3469284,0056,FS,3,Motion,0,20,0.83,0.72,./../data/val/tt3469284/shot_0056.mp4
val,tt3469918,0009,MS,2,Static,4,73,3.04,0.60,./../data/val/tt3469918/shot_0009.mp4
val,tt3469918,0030,MS,2,Motion,0,20,0.83,0.56,./../data/val/tt3469918/shot_0030.mp4
val,tt3469918,0033,FS,3,Motion,0,104,4.33,3.06,./../data/val/tt3469918/shot_0033.mp4
val,tt3472226,0009,LS,4,Motion,0,33,1.32,0.45,./../data/val/tt3472226/shot_0009.mp4
val,tt3472226,0047,FS,3,Multi_movement,3,387,15.48,3.50,./../data/val/tt3472226/shot_0047.mp4
val,tt3472226,0057,FS,3,Multi_movement,3,22,0.88,0.28,./../data/val/tt3472226/shot_0057.mp4
val,tt3474994,0013,MS,2,Static,4,91,3.80,0.82,./../data/val/tt3474994/shot_0013.mp4
val,tt3474994,0026,MS,2,Static,4,59,2.46,1.05,./../data/val/tt3474994/shot_0026.mp4
val,tt3475596,0005,FS,3,Motion,0,20,0.83,0.19,./../data/val/tt3475596/shot_0005.mp4
val,tt3475596,0027,LS,4,Motion,0,20,0.83,0.21,./../data/val/tt3475596/shot_0027.mp4
val,tt3475596,0031,CS,1,Static,4,17,0.71,0.11,./../data/val/tt3475596/shot_0031.mp4
val,tt3475596,0049,MS,2,Static,4,17,0.71,0.11,./../data/val/tt3475596/shot_0049.mp4
val,tt3475596,0051,CS,1,Static,4,20,0.83,0.10,./../data/val/tt3475596/shot_0051.mp4
val,tt3477070,0010,MS,2,Motion,0,52,2.17,0.26,./../data/val/tt3477070/shot_0010.mp4
val,tt3477070,0017,CS,1,Motion,0,31,1.29,0.17,./../data/val/tt3477070/shot_0017.mp4
val,tt3477070,0034,CS,1,Motion,0,25,1.04,0.22,./../data/val/tt3477070/shot_0034.mp4
val,tt3480556,0040,FS,3,Static,4,16,0.64,0.42,./../data/val/tt3480556/shot_0040.mp4
val,tt3480556,0044,CS,1,Static,4,41,1.64,0.36,./../data/val/tt3480556/shot_0044.mp4
val,tt3480556,0055,MS,2,Static,4,15,0.60,0.17,./../data/val/tt3480556/shot_0055.mp4
val,tt3500528,0015,MS,2,Static,4,24,1.00,0.28,./../data/val/tt3500528/shot_0015.mp4
val,tt3500528,0016,CS,1,Static,4,199,8.29,0.88,./../data/val/tt3500528/shot_0016.mp4
val,tt3500528,0021,ECS,0,Static,4,34,1.42,0.40,./../data/val/tt3500528/shot_0021.mp4
val,tt3500528,0032,CS,1,Static,4,35,1.46,0.23,./../data/val/tt3500528/shot_0032.mp4
val,tt3500528,0040,ECS,0,Static,4,57,2.38,0.60,./../data/val/tt3500528/shot_0040.mp4
val,tt3500528,0052,FS,3,Motion,0,39,1.62,0.50,./../data/val/tt3500528/shot_0052.mp4
val,tt3500528,0057,ECS,0,Motion,0,27,1.12,0.36,./../data/val/tt3500528/shot_0057.mp4
val,tt3500528,0066,MS,2,Static,4,37,1.54,0.22,./../data/val/tt3500528/shot_0066.mp4
val,tt3500528,0072,LS,4,Static,4,30,1.25,0.17,./../data/val/tt3500528/shot_0072.mp4
val,tt3500528,0074,CS,1,Static,4,37,1.54,0.55,./../data/val/tt3500528/shot_0074.mp4
val,tt3504158,0012,FS,3,Motion,0,18,0.75,0.33,./../data/val/tt3504158/shot_0012.mp4
val,tt3504604,0004,ECS,0,Static,4,38,1.58,0.97,./../data/val/tt3504604/shot_0004.mp4
val,tt3504604,0007,LS,4,Motion,0,21,0.88,0.34,./../data/val/tt3504604/shot_0007.mp4
val,tt3504604,0032,LS,4,Static,4,55,2.29,0.49,./../data/val/tt3504604/shot_0032.mp4
val,tt3504604,0038,ECS,0,Static,4,30,1.25,0.52,./../data/val/tt3504604/shot_0038.mp4
val,tt3504604,0047,LS,4,Static,4,16,0.67,0.28,./../data/val/tt3504604/shot_0047.mp4
val,tt3504604,0056,FS,3,Static,4,30,1.25,0.52,./../data/val/tt3504604/shot_0056.mp4
val,tt3504604,0059,CS,1,Static,4,36,1.50,0.48,./../data/val/tt3504604/shot_0059.mp4
val,tt3504604,0070,ECS,0,Static,4,63,2.63,0.48,./../data/val/tt3504604/shot_0070.mp4
val,tt3504604,0071,LS,4,Static,4,22,0.92,0.14,./../data/val/tt3504604/shot_0071.mp4
val,tt3508808,0002,LS,4,Motion,0,32,1.33,0.41,./../data/val/tt3508808/shot_0002.mp4
val,tt3508808,0023,MS,2,Static,4,22,0.92,0.62,./../data/val/tt3508808/shot_0023.mp4
val,tt3508808,0034,CS,1,Static,4,22,0.92,0.17,./../data/val/tt3508808/shot_0034.mp4
val,tt3508808,0061,ECS,0,Static,4,28,1.17,0.29,./../data/val/tt3508808/shot_0061.mp4
val,tt3508808,0063,CS,1,Motion,0,45,1.88,0.87,./../data/val/tt3508808/shot_0063.mp4
val,tt3509878,0008,ECS,0,Static,4,24,0.96,0.22,./../data/val/tt3509878/shot_0008.mp4
val,tt3509878,0016,CS,1,Static,4,47,1.88,0.32,./../data/val/tt3509878/shot_0016.mp4
val,tt3509878,0049,ECS,0,Static,4,15,0.60,0.12,./../data/val/tt3509878/shot_0049.mp4
val,tt3509878,0050,ECS,0,Motion,0,29,1.16,0.24,./../data/val/tt3509878/shot_0050.mp4
